DMSO.01	DMSO.02	DMSO.03	MK-2206.01	MK-2206.02	MK-2206.03	14H.01	14H.02	14H.03	C: Only identified by site	C: Reverse	C: Potential contaminant	N: Peptides	N: Razor + unique peptides	N: Unique peptides	N: Sequence coverage [%]	N: Unique + razor sequence coverage [%]	N: Unique sequence coverage [%]	N: Mol. weight [kDa]	N: Q-value	N: Score	N: Intensity	N: MS/MS count	T: Protein IDs	T: Majority protein IDs	T: Protein names	T: Gene names	T: id
38600066.58	42631012.96	38538577.89	36960988.36	37831902.68	36971237.54	37138185.66	35960257.11	38664333.28				20	20	20	34.4	34.4	34.4	65.653	0	198.58	9586100000	78	Q5BKZ1;Q5BKZ1-3;Q5BKZ1-2	Q5BKZ1;Q5BKZ1-3	DBIRD complex subunit ZNF326	ZNF326	4668
453486.4756	438069.425	469739.048	380701.3077	441697.7629	402352.3686	486540.3734	416281.5233	432457.85				2	2	2	23.1	23.1	23.1	16.351	0	7.4953	218480000	6	Q5BVD1-2;Q5BVD1;Q5BVD1-3	Q5BVD1-2;Q5BVD1;Q5BVD1-3	TPA-induced transmembrane protein	TTMP	4669
18031299.02	18113977.06	18080108.5	16427390.62	17331581.86	17557693.51	17215443.36	16554269.34	17551609.53				26	26	25	30	30	29.2	96.256	0	323.31	4537000000	41	Q5C9Z4;REV__Q96T51-2;REV__Q96T51	Q5C9Z4	Nucleolar MIF4G domain-containing protein 1	NOM1	4670
3977.924006	5234.732135	5771.377564	2509.701383	4872.680793	2790.291245	6329.167353	2949.183755	3077.407974				2	2	2	6.6	6.6	6.6	55.453	0	12.181	122270000	4	Q5D0E6-2;Q5D0E6;Q5D0E6-3	Q5D0E6-2;Q5D0E6;Q5D0E6-3	DALR anticodon-binding domain-containing protein 3	DALRD3	4672
118079.5825	128445.783	104757.9349	107830.0681	122659.5468	140051.7029	121407.6665	118448.4669	117207.0642				4	3	3	8.5	7.3	7.3	65.698	0	15.263	57183000	4	Q5D1E8	Q5D1E8	Ribonuclease ZC3H12A	ZC3H12A	4673
11026717.13	10075862.47	11158192.42	9429827.832	10224308.95	9270398.978	10617935.89	9792867.948	10098236.26				15	15	15	46.4	46.4	46.4	47.107	0	128.87	1970100000	23	Q5EBL4;Q5EBL4-3;Q5EBL4-2	Q5EBL4;Q5EBL4-3;Q5EBL4-2	RILP-like protein 1	RILPL1	4674
1512915.52	1463103.096	1628711.9	1275295.373	1516169.902	1356633.883	1634026.557	1506949.876	1386292.251				4	4	4	42.1	42.1	42.1	16.131	0	170.59	807610000	10	Q5EBL8;Q5EBL8-2	Q5EBL8;Q5EBL8-2	PDZ domain-containing protein 11	PDZD11	4675
12272280.27	12251881.65	12274832.48	10671798.53	11173671.69	11309250.62	11182194.44	10590005.48	12080694				19	19	1	44.1	44.1	4	62.027	0	187.82	1736700000	36	Q5F1R6;Q5F1R6-3	Q5F1R6;Q5F1R6-3	DnaJ homolog subfamily C member 21	DNAJC21	4676
80505.51514	83056.18581	81838.94916	78233.56024	68784.69633	85160.6889	79683.8647	89624.15554	94360.79807				19	1	1	39.9	3	3	67.14	0	8.0158	16727000	3	Q5F1R6-2	Q5F1R6-2	DnaJ homolog subfamily C member 21	DNAJC21	4677
4287187.25	3884506.783	4521280.517	3500185.616	4189945.361	4058175.988	4762540.73	4332595.142	4059864.087				9	9	9	20.3	20.3	20.3	60.121	0	38.824	577910000	15	Q5FBB7-6;Q5FBB7;Q5FBB7-5;Q5FBB7-4;Q5FBB7-3;Q5FBB7-2;Q5FBB7-7	Q5FBB7-6;Q5FBB7;Q5FBB7-5;Q5FBB7-4;Q5FBB7-3;Q5FBB7-2	Shugoshin-like 1	SGOL1	4678
10465225.05	11372924.9	10557756.78	10690307.38	10521959.02	10059811.94	10047964.94	9794904.529	10059114.67				6	6	6	9.8	9.8	9.8	102.2	0	12.375	1528400000	4	Q5FWE3;Q5FWE3-2;Q5FWE3-3	Q5FWE3;Q5FWE3-2	Proline-rich transmembrane protein 3	PRRT3	4679
1223514.696	1085328.242	1216158.64	991119.851	1139366.135	1152391.904	1179300.54	1131417.531	1127581.279				9	9	9	9.6	9.6	9.6	123.25	0	88.825	314320000	10	Q5FWF4;Q5FWF4-3;Q5FWF4-2;Q5FWF4-4;Q5FWF4-5	Q5FWF4;Q5FWF4-3;Q5FWF4-2	DNA annealing helicase and endonuclease ZRANB3;DNA annealing helicase ZRANB3;Endonuclease ZRANB3	ZRANB3	4680
12166408.38	12240846.56	12942383.53	11361106.38	11718625.28	11375290.08	12935208.74	11703202.24	11818142.8				18	18	18	23.2	23.2	23.2	117.7	0	167.35	1830700000	42	Q5GLZ8-2;Q5GLZ8;Q5GLZ8-3;Q5GLZ8-6;Q5GLZ8-4;Q5GLZ8-5	Q5GLZ8-2;Q5GLZ8;Q5GLZ8-3;Q5GLZ8-6	Probable E3 ubiquitin-protein ligase HERC4	HERC4	4682
1422009.823	1589123.7	1444561.305	1478087.248	1385427.706	1468589.745	1465945.461	1402724.251	1408277.292				5	5	5	6.7	6.7	6.7	107.37	0	12.432	82964000	8	Q5H8A4-2;Q5H8A4;Q5H8A4-6;Q5H8A4-4;Q5H8A4-5;Q5H8A4-3	Q5H8A4-2;Q5H8A4;Q5H8A4-6;Q5H8A4-4;Q5H8A4-5;Q5H8A4-3	GPI ethanolamine phosphate transferase 2	PIGG	4683
2960891.102	2949624.757	2944313.782	2602740.414	2887120.716	2982105.775	3127763.501	3091338.057	3062970.412				19	18	18	12.7	12.2	12.2	190.59	0	237.45	942850000	29	Q5H9F3-3;Q5H9F3;Q5H9F3-2	Q5H9F3-3;Q5H9F3;Q5H9F3-2	BCL-6 corepressor-like protein 1	BCORL1	4684
36394068.41	37367999.63	37027658.87	34562398.43	36170244.14	35393963.71	35081327.37	34216764.24	35972722.14				31	31	31	43	43	43	96.956	0	323.31	14298000000	88	Q5H9R7-2;Q5H9R7;Q5H9R7-5;Q5H9R7-4;Q5H9R7-6;Q5H9R7-3	Q5H9R7-2;Q5H9R7;Q5H9R7-5;Q5H9R7-4;Q5H9R7-6;Q5H9R7-3	Serine/threonine-protein phosphatase 6 regulatory subunit 3	PPP6R3	4686
504571.7817	532676.4595	507166.5252	489245.8202	499768.3452	495800.431	490162.2998	490944.3587	521027.5019				3	3	3	7.1	7.1	7.1	58.778	0	8.7101	56129000	4	Q5H9S7;Q5H9S7-2	Q5H9S7	DDB1- and CUL4-associated factor 17	DCAF17	4687
184389.8861	159666.265	165411.4984	135506.2623	169485.2267	158761.3269	183205.0823	175255.4763	165744.3309				2	2	2	3	3	3	111.74	0	18.541	72097000	6	Q5HYA8;Q5HYA8-3	Q5HYA8;Q5HYA8-3	Meckelin	TMEM67	4688
7845315.305	7288547.982	8017383.197	7016402.108	7254274.968	6690580.689	6893952.845	6585219.049	7063736.029				9	9	9	32.1	32.1	32.1	35.093	0	284.3	1883900000	21	Q5HYI7;Q5HYI7-5;Q5HYI7-4;Q5HYI7-2	Q5HYI7;Q5HYI7-5;Q5HYI7-4	Metaxin-3	MTX3	4689
3707974.778	3839534.552	4118821.004	3572741.245	4059019.949	4012305.424	4232562.673	4173713.092	3984590.406				4	4	4	30.1	30.1	30.1	26.422	0	47.85	1362800000	13	Q5HYI8	Q5HYI8	Rab-like protein 3	RABL3	4690
12589345.97	13735441.99	13662328.02	12167251.72	11718625.28	11682939.7	12057270.38	11357956.85	12502385.01				6	6	6	18.6	18.6	18.6	38.708	0	51.275	1522500000	8	Q5HYJ3;Q5HYJ3-3;Q5HYJ3-2	Q5HYJ3;Q5HYJ3-3;Q5HYJ3-2	Protein FAM76B	FAM76B	4691
7059820.148	6433623.142	7554474.645	6510784.694	7173272.467	7017861.28	7420577.31	7668431.029	7174764.262				9	9	9	31.5	31.5	31.5	37.14	0	84.821	2200300000	25	Q5HYK3;Q5HYK3-2	Q5HYK3	"2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial"	COQ5	4692
4848812.378	4749354.451	4836728.076	4468316.662	4460889.558	4374540.336	4585666.482	4333796.559	4432840.431				15	15	15	19.8	19.8	19.8	80.13	0	91.239	856630000	24	Q5HYK7-3;Q5HYK7-2;Q5HYK7;Q5HYK7-5;Q5HYK7-4	Q5HYK7-3;Q5HYK7-2;Q5HYK7	SH3 domain-containing protein 19	SH3D19	4693
1258522.868	1339441.368	1311330.583	1190882.794	1249223.341	1206837.5	1353534.284	1273263.868	1208595.462				4	2	2	5.4	3.6	3.6	94.204	0.00032612	2.4081	187730000	3	Q5HYM0;Q5HYM0-2	Q5HYM0;Q5HYM0-2	Probable ribonuclease ZC3H12B	ZC3H12B	4694
505587.0551	544133.0752	532049.1498	512041.068	509315.4654	486945.2346	488128.0053	457210.8136	459657.5781				8	8	8	11.1	11.1	11.1	76.3	0	80.467	181820000	6	Q5HYW2	Q5HYW2	NHS-like protein 2	NHSL2	4695
5527133.391	5550167.958	5425783.306	4926733.487	5214870.513	5186033.159	5237329.709	5154853.513	5167732.635				6	6	6	29.5	29.5	29.5	20.086	0	69.823	1076900000	17	Q5J8M3;Q5J8M3-3;Q5J8M3-2	Q5J8M3;Q5J8M3-3;Q5J8M3-2	ER membrane protein complex subunit 4	EMC4	4697
529987.9379	530686.3811	529547.2896	469315.9609	458861.7419	460040.0695	418625.306	439498.8912	479409.8415				4	4	3	3.2	3.2	2.5	199.75	0	49.749	73862000	7	Q5JPF3	Q5JPF3	Ankyrin repeat domain-containing protein 36C	ANKRD36C	4699
5470722.702	6051662.079	5732766.152	5883323.762	5621407.617	5826103.903	5160931.316	4959626.337	5428792.834				11	11	11	18.9	18.9	18.9	58.688	0	144.63	2598800000	21	Q5JPH6;Q5JPH6-2	Q5JPH6;Q5JPH6-2	"Probable glutamate--tRNA ligase, mitochondrial"	EARS2	4700
1195182.915	1228869.256	1262804.608	1099182.874	1054479.78	1075965.21	1093710.892	1120180.664	1160809.66				3	3	3	10.6	10.6	10.6	37.54	0	8.9794	136970000	5	Q5JPI3;Q5JPI3-2	Q5JPI3;Q5JPI3-2	Uncharacterized protein C3orf38	C3orf38	4701
7662.502903	11525.96561	9394.495674	10234.12401	9876.608441	9213.92411	8583.795557	8231.273849	10036.71824				2	2	2	12	12	12	31.83	0	5.6837	1043100	1	Q5JPI9	Q5JPI9	Protein-lysine N-methyltransferase METTL10	METTL10	4702
38293.18395	68951.77163	53877.67595	38647.83559	35669.41662	44790.34009	36740.91664	48001.77054	38187.15975				1	1	1	1.2	1.2	1.2	150.19	0.0081583	1.1395	64283000	2	Q5JR59	Q5JR59	Microtubule-associated tumor suppressor candidate 2	MTUS2	4706
85748018.65	85191136.45	88784223.25	75742515.51	81460650.55	79337521.9	85528387.22	83356998.82	83362776.88				69	69	69	39.6	39.6	39.6	213.7	0	323.31	17215000000	171	Q5JRA6;Q5JRA6-2;Q5JRA6-4;Q5JRA6-3	Q5JRA6;Q5JRA6-2;Q5JRA6-4	Melanoma inhibitory activity protein 3	MIA3	4708
33801876.41	32344117.19	34812449.65	29814276.67	32250093.33	32716157.99	34283237.04	33738675.45	32718425.78				38	38	38	47.1	47.1	47.1	117.41	0	323.31	11675000000	89	Q5JRX3;Q5JRX3-2;Q5JRX3-3	Q5JRX3;Q5JRX3-2;Q5JRX3-3	"Presequence protease, mitochondrial"	PITRM1	4709
452858.2454	399739.3301	412432.9296	390726.6137	389185.9223	428459.7035	365041.2567	392300.5955	450885.0032				4	4	4	45.5	45.5	45.5	13.775	0	77.598	796080000	8	Q5JS54;Q5JS54-2;Q5JS54-3	Q5JS54;Q5JS54-2;Q5JS54-3	Proteasome assembly chaperone 4	PSMG4	4711
12553619.06	13493862.22	12791658.56	12479873.72	12308912.77	12566678.1	13045057.79	12386798.33	12723568.37				48	48	48	59.3	59.3	59.3	100.4	0	323.31	4412900000	67	Q5JSH3-2;Q5JSH3;Q5JSH3-4;Q5JSH3-3	Q5JSH3-2;Q5JSH3;Q5JSH3-4	WD repeat-containing protein 44	WDR44	4712
962615.4145	905528.1719	968840.7357	822810.1128	876078.1229	944112.9875	914802.0036	858346.1243	900146.3157				6	3	3	9.2	6.3	6.3	96.672	0	4.8391	152220000	4	Q5JSJ4	Q5JSJ4	Protein DDX26B	DDX26B	4713
13793641.11	14062989.71	14162768.78	12936105.37	13747824.46	14224750.38	13739250.8	13353364.95	14208983.37				35	35	34	16.8	16.8	16.3	237.67	0	323.31	2870800000	62	Q5JSL3	Q5JSL3	Dedicator of cytokinesis protein 11	DOCK11	4714
23122595.29	24446083.26	23346452.29	21102345.12	21445921.92	21989325.26	24653685.56	23364259.86	22815327.07				64	62	60	32.9	32.3	31.6	242.96	0	323.31	7111500000	95	Q5JSZ5;Q5JSZ5-5;Q5JSZ5-2;Q5JSZ5-3	Q5JSZ5;Q5JSZ5-5	Protein PRRC2B	PRRC2B	4716
723032.0131	661370.8801	737355.078	676907.8865	757769.7377	720480.5707	744906.5901	744906.5901	752587.6034				9	9	9	10.4	10.4	10.4	124.03	0	48.439	228560000	5	Q5JTC6;Q5JTC6-2	Q5JTC6;Q5JTC6-2	APC membrane recruitment protein 1	AMER1	4717
5790674.608	5010419.61	5629205.946	5168807.346	5608175.241	5799913.688	6522981.02	6193399.164	5650315.517				12	12	12	28.7	28.7	28.7	60.72	0	204.72	1284700000	22	Q5JTD0-2;Q5JTD0;Q5JTD0-4;Q5JTD0-3	Q5JTD0-2;Q5JTD0;Q5JTD0-4	Tight junction-associated protein 1	TJAP1	4718
47796445.6	46647615.48	48631912.76	42368831.35	44645146.23	46460456.7	46864754.84	44629676.09	45586395.36				35	35	34	34.4	34.4	33.8	132.71	0	323.31	15770000000	106	Q5JTH9-2;Q5JTH9-3;Q5JTH9	Q5JTH9-2;Q5JTH9-3;Q5JTH9	RRP12-like protein	RRP12	4719
26415840.89	25042929.47	26445153.25	23409649.53	25560274.6	27336022.41	25757692.15	26456153.77	27862087.18				6	6	6	68.4	68.4	68.4	9.4275	0	28.366	4288700000	23	Q5JTJ3-3;Q5JTJ3;Q5JTJ3-2	Q5JTJ3-3;Q5JTJ3;Q5JTJ3-2	Cytochrome c oxidase assembly factor 6 homolog	COA6	4720
22991543.71	22480955.2	23050584.53	19545050.82	20950770.98	20304553.97	22554312.89	21529328.7	21000203.9				32	32	1	60.1	60.1	2.6	66.319	0	323.31	9447100000	67	Q5JTV8-3;Q5JTV8-2	Q5JTV8-3;Q5JTV8-2	Torsin-1A-interacting protein 1	TOR1AIP1	4722
11216350.48	12309765.99	12571905.53	12064794.45	11433787.13	11425072.62	13126691.46	12486795.95	11470301.68				8	8	8	12	12	12	76.396	0	36.745	1013000000	14	Q5JTW2;Q5JTW2-3;Q5JTW2-5;Q5JTW2-2	Q5JTW2;Q5JTW2-3;Q5JTW2-5;Q5JTW2-2	Centrosomal protein of 78 kDa	CEP78	4723
1180772.831	1408082.077	1362571.022	1200496.694	1284788.986	1342694.818	1162984.147	1123290.774	1234503.931				8	8	8	27.3	27.3	27.3	40.42	0	122.67	580480000	11	Q9BRT8-2;Q5JTY5-2;Q9BRT8-3;Q9BRT8;Q8IUF1;Q5RIA9;Q5JTY5;Q5RIA9-3;Q4V339;A6NM15;Q5RIA9-2;Q9BRT8-4	Q9BRT8-2;Q5JTY5-2;Q9BRT8-3;Q9BRT8;Q8IUF1;Q5RIA9;Q5JTY5;Q5RIA9-3;Q4V339;A6NM15	COBW domain-containing protein 1;COBW domain-containing protein 3;COBW domain-containing protein 2;COBW domain-containing protein 5;COBW domain-containing protein 6;Putative COBW domain-containing protein 7	CBWD1;CBWD3;CBWD2;CBWD5;CBWD6;CBWD7	4724
38927868.06	36545742.26	39983460.38	35366987.45	38477187.15	38911681.79	41178844.16	39919767.99	39817519.14				33	33	33	38.1	38.1	38.1	107.34	0	323.31	12501000000	99	Q5JTZ9	Q5JTZ9	"Alanine--tRNA ligase, mitochondrial"	AARS2	4725
79993.7686	88740.18867	83044.67258	83720.88838	99761.80861	83315.65599	84642.8157	81127.30819	85462.26899				1	1	1	4.1	4.1	4.1	26.261	0.0013703	1.8102	9127600	1	Q8N2E6;Q5JU69-2;Q5JU69	Q8N2E6;Q5JU69-2;Q5JU69	Prosalusin;Salusin-alpha;Salusin-beta;Torsin-2A	TOR2A	4726
1575414.469	1578146.821	1621839.922	1541175.793	1616228.782	1516590.332	1588462.939	1484864.65	1459557.887				7	6	6	5.5	4.9	4.9	161.73	0	23.914	208240000	9	Q5JU85;Q5JU85-2;Q5JU85-3	Q5JU85;Q5JU85-2;Q5JU85-3	IQ motif and SEC7 domain-containing protein 2	IQSEC2	4727
935125.1943	1244124.989	972339.0925	1034928.737	908483.0046	1033065.286	1064909.943	980936.3488	1090002.49				2	2	2	10.6	10.6	10.6	25.585	0	16.569	76205000	7	Q5JUR7	Q5JUR7	Testis-expressed sequence 30 protein	TEX30	4728
245166.1033	197405.136	213133.8182	208646.3273	209486.8268	188186.029	225411.2508	219993.2907	193583.9744				1	1	1	17.3	17.3	17.3	11.064	0	15.69	39289000	2	Q5JUW0-3;Q5JUW0-2;Q5JUW0	Q5JUW0-3;Q5JUW0-2;Q5JUW0	KRAB domain-containing protein 4	KRBOX4	4729
520666.4782	493503.2294	489924.5293	423822.3078	489585.0572	500496.3423	541086.6045	585333.7742	482443.343				4	3	3	25.6	20.2	20.2	29.207	0	29.061	138930000	6	Q5JUX0;Q5JUX0-2	Q5JUX0	Spindlin-3	SPIN3	4730
363022.6401	285949.3301	286226.9517	234983.5111	298712.8966	269401.8066	244233.2336	251971.3189	275138.7853				1	1	1	0.7	0.7	0.7	199.21	0.0062577	1.2601	102520000	1	Q5JV73	Q5JV73	FERM and PDZ domain-containing protein 3	FRMPD3	4731
16372825.76	16741204.56	16965492.79	14929887.93	16332021.09	16912657.11	15977075.27	16675191.57	17221410.81				18	18	18	48.9	48.9	48.9	43.374	0	120.48	5791300000	62	Q5JVF3-3;Q5JVF3-2;Q5JVF3;Q5JVF3-4	Q5JVF3-3;Q5JVF3-2;Q5JVF3;Q5JVF3-4	PCI domain-containing protein 2	PCID2	4732
1516169.902	1543420.776	1706962.578	1453701.874	1604953.424	1610190.554	1618246.553	1645049.996	1635272.915				6	6	6	24.4	24.4	24.4	34.365	0	79.03	595610000	9	Q5JVS0-2;Q5JVS0	Q5JVS0-2;Q5JVS0	Intracellular hyaluronan-binding protein 4	HABP4	4733
1593425.348	1449978.422	1578803.29	1266222.934	1461177.487	1489090.494	1394870.734	1366354.114	1385139.645				6	5	5	2.5	2.1	2.1	277.35	0	8.4453	358040000	10	Q5JWR5	Q5JWR5	Protein dopey-1	DOPEY1	4734
1223175.513	1141184.005	1204163.615	1194106.431	1251476.7	1224532.811	1200579.909	1188985.755	1192534.853				6	6	6	12.9	12.9	12.9	74.701	0	323.31	1033100000	12	Q5K4L6-2;Q5K4L6;Q5K4L6-3	Q5K4L6-2;Q5K4L6;Q5K4L6-3	Long-chain fatty acid transport protein 3	SLC27A3	4736
316665.4623	299313.9513	382950.9256	282873.9895	292829.2211	311290.0634	321486.8051	311959.669	304714.7899				8	8	8	7	7	7	184.28	0	158.68	189630000	9	Q5K651	Q5K651	Sterile alpha motif domain-containing protein 9	SAMD9	4737
4588210.02	3952680.735	4493163.096	3516722.335	3790876.431	4162734.167	4667763.385	4474205.22	4350952.994				11	11	11	14.2	14.2	14.2	81.514	0	48.739	1480400000	22	Q5KU26	Q5KU26	Collectin-12	COLEC12	4738
21698620.65	21517393.61	22248426.95	21109659.9	22686016.99	22538684.85	23446999.86	23629733.13	23281811.83				21	21	20	21.6	21.6	21	118.58	0	208.79	2526200000	32	Q5M775;Q5M775-4;Q5M775-2;Q5M775-5;Q5M775-3;Q9BXL6-3;Q9BXL6-2;Q9BXL6	Q5M775;Q5M775-4;Q5M775-2;Q5M775-5;Q5M775-3	Cytospin-B	SPECC1	4739
530612.8174	591082.5073	538392.9526	540187.2265	499491.2916	513569.4999	573407.0035	510375.6591	520125.4118				10	5	5	12.6	7.2	7.2	87.376	0	299.68	412710000	12	Q5MIZ7-3;Q5MIZ7-2;Q5MIZ7;Q5MIZ7-5	Q5MIZ7-3;Q5MIZ7-2;Q5MIZ7	Serine/threonine-protein phosphatase 4 regulatory subunit 3B	SMEK2	4741
2460295.204	2513036.161	2449914.55	2207527.531	2453653.333	2341659.697	2338253.636	2190911.837	2329033.564				5	5	5	25.5	25.5	25.5	24.403	0	8.7472	291580000	10	Q5NDL2-2;Q5NDL2-3;Q5NDL2	Q5NDL2-2;Q5NDL2-3;Q5NDL2	EGF domain-specific O-linked N-acetylglucosamine transferase	EOGT	4742
8632218.785	8768508.292	8238213.017	8024610.848	8395588.351	9026905.039	8089953.615	8254789.525	8460432.585				10	10	10	29.7	29.7	29.7	75.483	0	142.94	838890000	11	Q5PRF9	Q5PRF9	Protein Smaug homolog 2	SAMD4B	4743
2971788.473	2989349.191	3016616.774	2488077.511	2791675.841	2925192.221	3108096.788	3006388.453	2797680.921				15	15	15	50.5	50.5	50.5	32.344	0	30.333	833610000	20	Q5PSV4-2;Q5PSV4	Q5PSV4-2;Q5PSV4	Breast cancer metastasis-suppressor 1-like protein	BRMS1L	4744
3374634.911	3128630.822	3380956.444	2864396.939	3187734.402	3309312.266	3522089.16	3379784.897	3397165.328				9	9	9	24.1	24.1	24.1	48.194	0	43.788	661300000	21	Q5QJ74	Q5QJ74	Tubulin-specific chaperone cofactor E-like protein	TBCEL	4745
15725472.17	16068144.45	16423974.99	14064939.39	15353880.62	15351752.27	15857917.62	14461361.01	16759781.45				27	27	27	44	44	44	84.468	0	323.31	6270000000	59	Q5QJE6	Q5QJE6	Deoxynucleotidyltransferase terminal-interacting protein 2	DNTTIP2	4746
1456021.27	1407984.479	1627921.836	1314060.255	1429817.912	1355505.936	1368723.877	1325127.732	1456828.883				5	5	5	8.9	8.9	8.9	60.581	0	13.657	256970000	5	Q5QP82;Q5QP82-2	Q5QP82;Q5QP82-2	DDB1- and CUL4-associated factor 10	DCAF10	4747
9039427.665	8911890.032	9382884.008	8651386.909	8890295.856	8927346.549	9172604.468	8776413.079	8775196.495				16	10	10	23.1	17.4	17.4	90.837	0	53.106	2530700000	23	Q5R372-4;Q5R372;Q5R372-3;Q5R372-2;Q5R372-9	Q5R372-4;Q5R372;Q5R372-3	Rab GTPase-activating protein 1-like	RABGAP1L	4748
7948217.934	7143501.615	7768475.077	6556525.231	7478409.286	7067164.207	7171780.982	7129156.694	7264338.503				16	14	9	37.2	37.2	26.8	41.544	0	164.49	1118200000	31	Q5R372-7;Q5R372-8;Q5R372-6;Q5R372-5;B7ZAP0	Q5R372-7;Q5R372-8;Q5R372-6;Q5R372-5;B7ZAP0	"Rab GTPase-activating protein 1-like;Rab GTPase-activating protein 1-like, isoform 10"	RABGAP1L	4749
2121568.751	1854244.424	1916974.878	1901755.043	1957390.266	1815455.328	1891894.225	1870380.029	1830872.632				5	5	5	13.9	13.9	13.9	52.787	0	8.8852	745400000	9	Q5R3I4	Q5R3I4	Tetratricopeptide repeat protein 38	TTC38	4751
1470117.462	1588242.747	1551895.518	1241196.411	1511448.09	1423094.465	1467673.876	1358986.788	1451587.391				2	2	2	22	22	22	13.291	0	4.4665	982450000	8	Q5RI15;Q5RI15-2	Q5RI15;Q5RI15-2	Cytochrome c oxidase protein 20 homolog	COX20	4752
1694231.984	1597849.392	1684979.957	1521750.068	1497993.569	1503090.037	1599955.113	1547920.557	1580883.912				7	7	7	28.7	28.7	28.7	28.235	0	228.55	1788800000	26	Q5RKV6	Q5RKV6	Exosome complex component MTR3	EXOSC6	4753
406163.1983	389347.8138	415042.6297	370727.6001	439986.5814	412147.152	441514.1042	375772.5091	395714.389				3	3	3	12	12	12	41.808	0	50.373	83680000	5	Q5RL73;Q5RL73-2	Q5RL73;Q5RL73-2	RNA-binding protein 48	RBM48	4754
1669864.951	1592100.525	1763854.344	1492190.192	1428431.081	1504757.941	1772187.72	1621502.705	1572141.89				6	6	6	19.4	19.4	19.4	41.053	0	20.453	694480000	14	Q5SGD2;Q5SGD2-3;Q5SGD2-2;Q5SGD2-4	Q5SGD2;Q5SGD2-3;Q5SGD2-2;Q5SGD2-4	Protein phosphatase 1L	PPM1L	4755
3642001.283	3310688.857	3464222.107	2857258.235	3142105.084	3005138.391	3485900.597	3088125.599	3002847.961				10	10	10	18.3	18.3	18.3	72.235	0	132.95	1392100000	18	Q5SNT2;Q5SNT2-2	Q5SNT2;Q5SNT2-2	Transmembrane protein 201	TMEM201	4756
15816203.47	14991069.74	15395442.52	13650968.74	14716181.1	15487489.84	15676498.29	15115234.23	15527260.72				28	28	28	19.7	19.7	19.7	196.04	0	323.31	4480600000	54	Q5SRE5;Q5SRE5-2	Q5SRE5;Q5SRE5-2	Nucleoporin NUP188 homolog	NUP188	4758
690173.7127	679587.5985	665417.3695	592230.8013	720980.1429	804816.3006	766911.1929	759873.6368	699953.7149				3	3	3	13.3	13.3	13.3	30.047	0	8.2553	99411000	6	Q5SRE7-2;Q5SRE7;Q5SRE7-3	Q5SRE7-2;Q5SRE7;Q5SRE7-3	Phytanoyl-CoA dioxygenase domain-containing protein 1	PHYHD1	4759
4684293.364	4317904.785	4748037.833	3925921.785	4471105.012	4269098.443	4626212.162	4362428.333	4422712.403				10	10	9	16.8	16.8	14.7	65.731	0	42.652	1417600000	24	Q5SRH9-5;Q5SRH9-6;Q5SRH9-4;Q5SRH9;Q5SRH9-2	Q5SRH9-5;Q5SRH9-6;Q5SRH9-4;Q5SRH9;Q5SRH9-2	Tetratricopeptide repeat protein 39A	TTC39A	4760
1801540.932	1642543.332	1698347.207	1559876.089	1676126.959	2136029.291	1884042.397	1748516.525	2026136.584				2	2	2	3.9	3.9	3.9	53.67	0	3.9179	233980000	5	Q5SRI9	Q5SRI9	"Glycoprotein endo-alpha-1,2-mannosidase"	MANEA	4761
12869922.23	13192366.06	13328397.53	13510708.54	13414593.48	13571717.79	13199683.49	12341376.68	13580186.91				31	31	31	52.4	52.4	52.4	61.206	0	124.3	5274100000	65	Q5SSJ5;Q5SSJ5-2;Q5SSJ5-3;Q5SSJ5-5	Q5SSJ5;Q5SSJ5-2;Q5SSJ5-3	Heterochromatin protein 1-binding protein 3	HP1BP3	4762
957292.3136	1300107.962	1102616.756	1225127.102	1025218.509	987690.8368	1357762.769	1095379.99	967096.2801				7	7	7	8.8	8.8	8.8	118.49	0	13.355	343680000	19	Q5ST30;Q5ST30-4;Q5ST30-3;Q5ST30-2	Q5ST30;Q5ST30-4;Q5ST30-3	"Valine--tRNA ligase, mitochondrial"	VARS2	4763
313172.9324	303429.1154	349976.8574	260387.3795	312392.4368	289218.4374	304588.0889	276342.896	312782.4412				1	1	1	1.6	1.6	1.6	72.944	0.0027035	1.5355	13745000	3	Q5SVQ8-2;Q5SVQ8	Q5SVQ8-2;Q5SVQ8	Zinc finger and BTB domain-containing protein 41	ZBTB41	4764
1703062.559	1541816.883	1776861.744	1468589.745	1562473.185	1552648.685	1576288.306	1512915.52	1556851.598				11	11	11	11.5	11.5	11.5	128.72	0	38.883	631940000	21	Q5SVZ6	Q5SVZ6	Zinc finger MYM-type protein 1	ZMYM1	4765
37992202.1	38656294.1	38817395.87	35590774.69	35796122.88	36540676.3	38415894.21	37500331.16	36748957.8				85	85	6	51.5	51.5	6.2	175.29	0	323.31	12114000000	115	Q5SW79;Q96L14;Q00G26	Q5SW79	Centrosomal protein of 170 kDa	CEP170	4766
6805171.078	5828123.426	6942866.498	5330354.303	6334063.939	6439423.037	6720792.819	6418923.782	6245129.251				8	8	8	24.7	24.7	24.7	33.885	0	16.991	1044600000	10	Q5SW96	Q5SW96	Low density lipoprotein receptor adapter protein 1	LDLRAP1	4768
